state,ageGroup,raceEthnicity,gender,education,smokingStatus,alcoholPerWeek,anyPhysicalActivity,n
OH,6,4,2,3,0,0,0,5727
OH,6,4,2,3,0,0,1,6580
OH,6,4,2,4,0,0,1,11333
OH,6,4,2,4,2,1,0,5536
OH,6,4,2,5,0,0,1,12552
OH,6,4,2,5,0,1,1,13492
OH,6,4,2,5,0,2,0,2814
OH,6,2,1,2,0,0,1,4400
OH,6,2,1,3,0,0,1,2829
OH,6,2,1,3,0,1,0,1544
OH,6,2,1,3,0,1,1,2281
OH,6,2,1,3,1,0,0,2670
OH,6,2,1,3,1,1,1,281
OH,6,2,1,3,2,0,1,1468
OH,6,2,1,3,2,1,1,852
OH,6,2,1,4,0,1,1,3585
OH,6,2,1,4,1,0,1,1422
OH,6,2,1,4,1,1,1,507
OH,6,2,1,4,1,2,1,1498
OH,6,2,1,5,1,1,1,1138
OH,6,2,2,2,0,1,0,4617
OH,6,2,2,2,2,1,1,1654
OH,6,2,2,3,0,0,0,5043
OH,6,2,2,3,1,0,0,671
OH,6,2,2,3,1,1,1,1541
OH,6,2,2,4,0,0,0,2159
OH,6,2,2,4,0,1,1,1190
OH,6,2,2,4,1,0,1,967
OH,6,2,2,4,1,1,1,2748
OH,6,2,2,4,2,2,1,1190
OH,6,2,2,5,0,0,0,1064
OH,6,2,2,5,0,1,1,224
OH,6,5,1,3,0,1,1,1283
OH,6,5,1,3,1,0,1,1158
OH,6,5,1,3,1,3,1,2330
OH,6,5,1,3,2,3,0,217
OH,6,5,1,4,0,1,1,616
OH,6,5,1,4,1,1,1,2372
OH,6,5,1,5,0,0,1,2285
OH,6,5,1,5,0,1,0,1846
OH,6,5,1,5,0,1,1,3331
OH,6,5,1,5,1,0,1,1635
OH,6,5,1,5,2,1,1,995
OH,6,5,2,3,1,0,1,2385
OH,6,5,2,3,2,0,1,1391
OH,6,5,2,3,2,1,0,2307
OH,6,5,2,4,1,1,1,2991
OH,6,5,2,5,0,0,1,4682
OH,6,5,2,5,0,1,1,6320
OH,7,3,1,1,0,1,0,1983
OH,7,3,1,1,0,1,1,2557
OH,7,3,1,1,2,0,0,6914
OH,7,3,1,1,2,3,0,4409
OH,7,3,1,2,0,0,1,2087
OH,7,3,1,2,0,2,1,4435
OH,7,3,1,2,2,0,1,1748
OH,7,3,1,2,2,2,1,2922
OH,7,3,1,3,0,0,0,4018
OH,7,3,1,3,0,0,1,365
OH,7,3,1,3,0,1,1,12550
OH,7,3,1,3,0,2,1,2896
OH,7,3,1,3,0,3,1,417
OH,7,3,1,3,1,0,0,600
OH,7,3,1,3,1,0,1,9706
OH,7,3,1,3,1,1,1,8453
OH,7,3,1,3,1,2,1,1826
OH,7,3,1,3,1,3,0,939
OH,7,3,1,3,1,3,1,4801
OH,7,3,1,3,2,0,0,548
OH,7,3,1,3,2,0,1,1879
OH,7,3,1,3,2,1,0,2766
OH,7,3,1,3,2,1,1,3183
OH,7,3,1,3,2,2,1,835
OH,7,3,1,3,2,3,0,3209
OH,7,3,1,3,2,3,1,1957
OH,7,3,1,4,0,0,1,9549
OH,7,3,1,4,0,1,0,939
OH,7,3,1,4,0,1,1,15472
OH,7,3,1,4,0,2,1,939
OH,7,3,1,4,0,3,1,3183
OH,7,3,1,4,1,0,1,861
OH,7,3,1,4,1,1,1,10958
OH,7,3,1,4,1,2,0,6157
OH,7,3,1,4,1,2,1,1957
OH,7,3,1,4,1,3,1,3235
OH,7,3,1,4,2,0,1,3340
OH,7,3,1,4,2,2,1,12654
OH,7,3,1,4,2,3,1,4566
OH,7,3,1,5,0,0,0,2792
OH,7,3,1,5,0,0,1,19959
OH,7,3,1,5,0,1,0,3679
OH,7,3,1,5,0,1,1,33552
OH,7,3,1,5,0,2,1,15106
OH,7,3,1,5,0,3,1,1252
OH,7,3,1,5,1,0,1,3261
OH,7,3,1,5,1,1,1,9471
OH,7,3,1,5,1,2,1,8271
OH,7,3,1,5,1,3,1,522
OH,7,3,1,5,2,1,1,1252
OH,7,3,2,1,0,0,1,2461
OH,7,3,2,2,0,0,0,3704
OH,7,3,2,3,0,0,0,2361
OH,7,3,2,3,0,0,1,14565
OH,7,3,2,3,0,1,1,12353
OH,7,3,2,3,1,0,0,1193
OH,7,3,2,3,1,0,1,6761
OH,7,3,2,3,1,1,0,8252
OH,7,3,2,3,1,1,1,10961
OH,7,3,2,3,1,2,1,1516
OH,7,3,2,3,2,0,0,572
OH,7,3,2,3,2,0,1,870
OH,7,3,2,3,2,1,1,2486
OH,7,3,2,4,0,0,0,820
OH,7,3,2,4,0,0,1,20854
OH,7,3,2,4,0,1,1,27590
OH,7,3,2,4,1,0,0,1690
OH,7,3,2,4,1,0,1,9346
OH,7,3,2,4,1,1,0,1317
OH,7,3,2,4,1,1,1,6363
OH,7,3,2,4,1,3,1,920
OH,7,3,2,4,2,0,0,945
OH,7,3,2,4,2,0,1,447
OH,7,3,2,4,2,1,1,6264
OH,7,3,2,5,0,0,0,1864
OH,7,3,2,5,0,0,1,23812
OH,7,3,2,5,0,1,0,5220
OH,7,3,2,5,0,1,1,47773
OH,7,3,2,5,0,2,1,7208
OH,7,3,2,5,0,3,1,895
OH,7,3,2,5,1,0,0,845
OH,7,3,2,5,1,0,1,1616
OH,7,3,2,5,1,1,0,194
OH,7,3,2,5,1,1,1,9619
OH,7,3,2,5,1,3,1,3082
OH,7,3,2,5,2,1,1,1740
OH,7,4,1,3,0,0,0,4415
OH,7,4,1,3,0,0,1,4415
OH,7,4,1,3,1,1,1,10772
OH,7,4,1,3,2,1,1,697
OH,7,4,1,3,2,2,0,3669
OH,7,4,1,4,0,0,1,6526
OH,7,4,1,4,0,1,0,6223
OH,7,4,1,4,0,1,1,983
OH,7,4,1,4,1,0,1,6526
OH,7,4,1,5,0,0,1,2414
OH,7,4,1,5,0,1,1,11287
OH,7,4,1,5,1,1,1,2729
OH,7,4,2,2,0,0,1,4757
OH,7,4,2,2,1,1,1,3557
OH,7,4,2,2,2,0,1,9740
OH,7,4,2,3,0,1,1,4479
OH,7,4,2,3,2,0,0,1842
OH,7,4,2,3,2,1,0,1350
OH,7,4,2,4,0,0,1,6344
OH,7,4,2,4,0,2,1,4456
OH,7,4,2,4,1,0,1,3239
OH,7,4,2,4,2,1,1,3940
OH,7,4,2,5,0,0,0,1107
OH,7,4,2,5,0,0,1,3476
OH,7,4,2,5,0,1,0,1211
OH,7,4,2,5,0,1,1,4751
OH,7,4,2,5,1,1,1,3685
OH,7,2,1,3,0,0,0,1906
OH,7,2,1,3,0,1,1,3131
OH,7,2,1,3,1,2,1,2767
OH,7,2,1,3,2,0,1,745
OH,7,2,1,4,0,1,0,2743
OH,7,2,1,5,0,0,1,3211
OH,7,2,1,5,0,1,1,3338
OH,7,2,1,5,2,1,1,1715
OH,7,2,2,2,1,0,1,2316
OH,7,2,2,3,0,0,1,1991
OH,7,2,2,3,0,1,0,694
OH,7,2,2,3,1,1,1,778
OH,7,2,2,4,0,0,1,1161
OH,7,2,2,4,0,1,1,4618
OH,7,2,2,4,2,0,1,1377
OH,7,2,2,5,0,0,1,1619
OH,7,2,2,5,0,1,1,4052
OH,7,5,1,2,2,3,1,1964
OH,7,5,1,3,0,0,1,3846
OH,7,5,1,3,0,3,1,1860
OH,7,5,1,3,1,0,1,1544
OH,7,5,1,3,2,2,0,555
OH,7,5,1,4,0,0,1,336
OH,7,5,1,4,0,1,1,1524
OH,7,5,1,4,1,0,1,155
OH,7,5,1,5,0,0,0,1168
OH,7,5,1,5,0,0,1,3172
OH,7,5,1,5,0,1,1,3355
OH,7,5,1,5,0,2,1,94
OH,7,5,1,5,1,1,1,531
OH,7,5,2,4,0,0,1,3934
OH,7,5,2,4,0,1,1,874
OH,7,5,2,4,2,1,1,450
OH,7,5,2,5,0,0,1,4599
OH,7,5,2,5,0,1,1,8652
OH,7,5,2,5,0,2,1,1759
OH,8,3,1,1,0,1,1,3766
OH,8,3,1,1,2,1,0,5230
OH,8,3,1,2,0,0,1,7561
OH,8,3,1,2,1,0,1,3855
OH,8,3,1,2,2,1,0,6993
OH,8,3,1,2,2,3,1,2331
OH,8,3,1,3,0,0,0,5290
OH,8,3,1,3,0,0,1,11207
OH,8,3,1,3,0,1,0,1016
OH,8,3,1,3,0,1,1,21756
OH,8,3,1,3,0,2,1,717
OH,8,3,1,3,0,3,0,807
OH,8,3,1,3,0,3,1,1853
OH,8,3,1,3,1,0,0,687
OH,8,3,1,3,1,0,1,14046
OH,8,3,1,3,1,1,1,16855
OH,8,3,1,3,1,2,1,3766
OH,8,3,1,3,1,3,1,2361
OH,8,3,1,3,2,0,1,5708
OH,8,3,1,3,2,1,1,1434
OH,8,3,1,3,2,3,0,2899
OH,8,3,1,3,2,3,1,2630
OH,8,3,1,4,0,0,0,1913
OH,8,3,1,4,0,0,1,7441
OH,8,3,1,4,0,1,0,1883
OH,8,3,1,4,0,1,1,13269
OH,8,3,1,4,0,2,1,5260
OH,8,3,1,4,0,3,1,1315
OH,8,3,1,4,1,0,0,2152
OH,8,3,1,4,1,0,1,4363
OH,8,3,1,4,1,1,0,1136
OH,8,3,1,4,1,1,1,18409
OH,8,3,1,4,1,2,1,1943
OH,8,3,1,4,1,3,1,2480
OH,8,3,1,4,2,0,0,3855
OH,8,3,1,4,2,0,1,3766
OH,8,3,1,4,2,1,0,329
OH,8,3,1,4,2,1,1,4363
OH,8,3,1,4,2,2,1,2899
OH,8,3,1,4,2,3,1,389
OH,8,3,1,5,0,0,0,1943
OH,8,3,1,5,0,0,1,12193
OH,8,3,1,5,0,1,0,1853
OH,8,3,1,5,0,1,1,50327
OH,8,3,1,5,0,2,1,2989
OH,8,3,1,5,0,3,0,598
OH,8,3,1,5,0,3,1,3228
OH,8,3,1,5,1,0,0,2212
OH,8,3,1,5,1,0,1,6754
OH,8,3,1,5,1,1,1,5858
OH,8,3,1,5,1,2,0,2361
OH,8,3,1,5,1,2,1,4453
OH,8,3,1,5,1,3,1,2212
OH,8,3,1,5,2,2,1,956
OH,8,3,1,5,2,3,0,956
OH,8,3,2,1,0,0,1,4147
OH,8,3,2,2,0,0,0,7470
OH,8,3,2,2,0,0,1,5112
OH,8,3,2,2,0,1,1,1392
OH,8,3,2,2,2,0,0,682
OH,8,3,2,3,0,0,0,1022
OH,8,3,2,3,0,0,1,13349
OH,8,3,2,3,0,1,0,596
OH,8,3,2,3,0,1,1,8946
OH,8,3,2,3,0,3,1,2670
OH,8,3,2,3,1,0,0,2215
OH,8,3,2,3,1,0,1,11048
OH,8,3,2,3,1,1,0,2840
OH,8,3,2,3,1,1,1,3124
OH,8,3,2,3,2,0,0,937
OH,8,3,2,3,2,0,1,5055
OH,8,3,2,3,2,1,1,7697
OH,8,3,2,3,2,2,1,682
OH,8,3,2,3,2,3,0,511
OH,8,3,2,4,0,0,0,8293
OH,8,3,2,4,0,0,1,13491
OH,8,3,2,4,0,1,0,1988
OH,8,3,2,4,0,1,1,22011
OH,8,3,2,4,0,2,1,937
OH,8,3,2,4,1,0,0,5595
OH,8,3,2,4,1,0,1,9543
OH,8,3,2,4,1,1,1,2925
OH,8,3,2,4,1,3,0,852
OH,8,3,2,4,1,3,1,3153
OH,8,3,2,4,2,0,0,2925
OH,8,3,2,4,2,0,1,5851
OH,8,3,2,5,0,0,0,2954
OH,8,3,2,5,0,0,1,27634
OH,8,3,2,5,0,1,0,3238
OH,8,3,2,5,0,1,1,56973
OH,8,3,2,5,0,3,0,625
OH,8,3,2,5,1,0,0,568
OH,8,3,2,5,1,0,1,9571
OH,8,3,2,5,1,1,0,2471
OH,8,3,2,5,1,1,1,9316
OH,8,3,2,5,1,2,0,2897
OH,8,3,2,5,1,2,1,2329
OH,8,3,2,5,1,3,1,2414
OH,8,3,2,5,2,0,1,369
OH,8,3,2,5,2,1,0,824
OH,8,3,2,5,2,1,1,2869
OH,8,3,2,5,2,3,0,341
OH,8,3,2,5,2,3,1,1562
OH,8,4,1,1,0,0,1,16168
OH,8,4,1,3,0,0,1,6284
OH,8,4,1,3,0,1,1,5841
OH,8,4,1,3,2,1,1,7055
OH,8,4,1,4,0,0,1,4683
OH,8,4,1,4,1,2,1,9474
OH,8,4,1,5,0,0,0,5385
OH,8,4,1,5,0,1,1,5092
OH,8,4,1,5,1,1,0,8179
OH,8,4,2,3,0,0,1,1294
OH,8,4,2,3,0,3,0,4841
OH,8,4,2,4,0,0,0,13463
OH,8,4,2,4,0,0,1,4834
OH,8,4,2,4,0,1,1,9889
OH,8,4,2,4,0,3,0,4834
OH,8,4,2,4,2,0,1,1046
OH,8,4,2,5,0,0,0,3654
OH,8,4,2,5,0,0,1,9507
OH,8,4,2,5,0,1,1,13684
OH,8,2,1,2,0,1,1,3859
OH,8,2,1,3,0,1,1,2038
OH,8,2,1,3,1,1,1,959
OH,8,2,1,3,2,3,1,1205
OH,8,2,1,4,1,0,1,4352
OH,8,2,1,4,1,1,1,1366
OH,8,2,1,5,0,0,1,2402
OH,8,2,1,5,0,1,1,2192
OH,8,2,1,5,2,0,1,985
OH,8,2,1,5,2,2,1,333
OH,8,2,2,2,0,1,1,1201
OH,8,2,2,2,2,1,1,4484
OH,8,2,2,4,0,0,0,2484
OH,8,2,2,4,0,1,0,2348
OH,8,2,2,4,0,1,1,2990
OH,8,2,2,5,0,0,1,4982
OH,8,2,2,5,2,1,0,249
OH,8,5,1,3,0,0,1,1927
OH,8,5,1,3,0,1,1,1012
OH,8,5,1,3,1,0,1,1811
OH,8,5,1,3,1,1,1,1392
OH,8,5,1,3,1,3,1,834
OH,8,5,1,3,2,3,1,402
OH,8,5,1,4,1,0,1,1788
OH,8,5,1,5,0,0,1,4396
OH,8,5,1,5,0,1,1,4139
OH,8,5,1,5,1,1,1,2710
OH,8,5,1,5,2,0,1,332
OH,8,5,2,1,0,0,0,3064
OH,8,5,2,3,0,0,0,788
OH,8,5,2,3,0,0,1,2531
OH,8,5,2,3,1,1,1,1464
OH,8,5,2,3,2,0,0,570
OH,8,5,2,3,2,1,1,1257
OH,8,5,2,4,0,0,0,1003
OH,8,5,2,4,0,0,1,1653
OH,8,5,2,4,0,1,0,217
OH,8,5,2,4,2,0,1,100
OH,8,5,2,4,2,1,0,1143
OH,8,5,2,5,0,0,1,1502
OH,8,5,2,5,0,1,1,2463
OH,8,5,2,5,0,2,1,523
OH,8,5,2,5,1,0,0,1665
OH,9,3,1,1,0,0,1,7579
OH,9,3,1,2,1,0,1,15158
OH,9,3,1,2,1,1,1,2654
OH,9,3,1,2,1,3,1,1567
OH,9,3,1,3,0,0,0,2239
OH,9,3,1,3,0,0,1,4445
OH,9,3,1,3,0,1,1,9913
OH,9,3,1,3,0,2,0,6076
OH,9,3,1,3,0,2,1,1119
OH,9,3,1,3,0,3,0,1791
OH,9,3,1,3,0,3,1,1119
OH,9,3,1,3,1,0,0,1311
OH,9,3,1,3,1,0,1,18100
OH,9,3,1,3,1,1,0,3294
OH,9,3,1,3,1,1,1,18260
OH,9,3,1,3,1,2,0,1119
OH,9,3,1,3,1,2,1,2302
OH,9,3,1,3,1,3,1,5372
OH,9,3,1,3,2,0,0,3390
OH,9,3,1,3,2,0,1,8602
OH,9,3,1,3,2,1,0,640
OH,9,3,1,3,2,1,1,3646
OH,9,3,1,3,2,3,1,5564
OH,9,3,1,4,0,0,1,10201
OH,9,3,1,4,0,1,0,640
OH,9,3,1,4,0,1,1,15574
OH,9,3,1,4,0,3,1,4573
OH,9,3,1,4,1,0,0,1631
OH,9,3,1,4,1,0,1,16437
OH,9,3,1,4,1,1,1,22833
OH,9,3,1,4,1,2,1,1887
OH,9,3,1,4,1,3,1,2782
OH,9,3,1,4,2,0,0,352
OH,9,3,1,4,2,0,1,1407
OH,9,3,1,4,2,1,1,3294
OH,9,3,1,4,2,2,1,7067
OH,9,3,1,4,2,3,0,544
OH,9,3,1,4,2,3,1,2558
OH,9,3,1,5,0,0,0,1759
OH,9,3,1,5,0,0,1,18484
OH,9,3,1,5,0,1,1,36040
OH,9,3,1,5,0,2,0,2047
OH,9,3,1,5,0,2,1,5852
OH,9,3,1,5,0,3,1,5628
OH,9,3,1,5,1,0,1,7771
OH,9,3,1,5,1,1,0,1727
OH,9,3,1,5,1,1,1,5340
OH,9,3,1,5,1,2,1,6684
OH,9,3,1,5,1,3,1,4125
OH,9,3,1,5,2,0,1,1375
OH,9,3,1,5,2,1,1,2079
OH,9,3,1,5,2,2,1,2942
OH,9,3,1,5,2,3,1,863
OH,9,3,2,2,0,0,0,639
OH,9,3,2,2,0,0,1,2618
OH,9,3,2,2,0,1,1,3288
OH,9,3,2,2,1,0,1,1309
OH,9,3,2,2,2,2,0,639
OH,9,3,2,2,2,2,1,1309
OH,9,3,2,3,0,0,0,3714
OH,9,3,2,3,0,0,1,7702
OH,9,3,2,3,0,1,1,3836
OH,9,3,2,3,1,0,0,1705
OH,9,3,2,3,1,0,1,6454
OH,9,3,2,3,1,1,1,2040
OH,9,3,2,3,1,2,1,2222
OH,9,3,2,3,1,3,1,1918
OH,9,3,2,3,2,0,0,8037
OH,9,3,2,3,2,0,1,13365
OH,9,3,2,3,2,1,1,6698
OH,9,3,2,3,2,2,1,3379
OH,9,3,2,4,0,0,0,5297
OH,9,3,2,4,0,0,1,3988
OH,9,3,2,4,0,1,1,24995
OH,9,3,2,4,1,0,0,1400
OH,9,3,2,4,1,0,1,19941
OH,9,3,2,4,1,1,0,3592
